"","DEG","up.results_RO_RC_padj.1","down.results_RO_RC_padj.1"
"1","Down",NA,"isogroup01825_Ppor"
"2","Up","isogroup00552_Ppor",NA
"3","Up","isogroup00818_Ppor",NA
"4","Up","isogroup02457_Ppor",NA
"5","Up","isogroup03159_Ppor",NA
"6","Up","isogroup03915_Ppor",NA
"7","Up","isogroup06096_Ppor",NA
"8","Up","isogroup07761_Ppor",NA
"9","Up","isogroup14250_Ppor",NA
"10","Up","isogroup20691_Ppor",NA
"11","Up","isogroup23261_Ppor",NA
"12","Up","isogroup23605_Ppor",NA
"13","Up","isogroup28947_Ppor",NA
