"gene","R_033_C_Pp_yr2","R_036_C_Pp_yr2","R_045_C_Pp_yr2","R_048_C_Pp_yr2","R_049_La_Pp_yr2","R_052_La_Pp_yr2","R_054_C_Pp_yr2","R_057_C_Pp_yr2","R_058_La_Pp_yr2"
"GCKDGN101AVTPS_Ppor",0,0,0,2.25269660686837,0,0,7.98244496375111,5.4678344702995,2.61986609173887
"GCKDGN101AW8MB_Ppor",3.01648097177134,0,5.2128774194591,3.0035954758245,0,3.18001307759137,1.77387665861136,2.89473589604091,1.74657739449258
"GCKDGN101AWCQV_Ppor",0,0,3.35113548393799,3.0035954758245,4.10118285583252,9.54003923277411,0.886938329305679,3.53801053960556,0.873288697246289
"GCKDGN101AX1ZG_Ppor",68.3735686934838,2.57092152429382,7.81931612918865,11.2634830343419,12.3035485674976,28.6201176983223,11.5301982809738,20.2631512722864,14.8459078531869
"GCKDGN101AX6PA_Ppor",21.618113631028,0,2.97878709683377,0,0,9.54003923277411,0.886938329305679,0.321637321782323,0
"GCKDGN101AXA70_Ppor",1.00549365725711,0,1.86174193552111,3.0035954758245,2.05059142791626,3.18001307759137,3.54775331722272,2.57309857425859,6.98630957797032
"GCKDGN101AXO7E_Ppor",0,0,6.70227096787598,12.014381903298,10.2529571395813,6.36002615518274,6.20856830513975,6.75438375742879,4.36644348623145
"GCKDGN101AY9DU_Ppor",0,0,5.2128774194591,6.007190951649,0,3.18001307759137,3.54775331722272,0.643274643564647,2.61986609173887
"GCKDGN101AYJTW_Ppor",17.5961390019995,0,1.11704516131266,0.750898868956125,0,0,0.886938329305679,0.96491196534697,4.36644348623145
"GCKDGN101AYNOC_Ppor",23.6291009455422,0,4.09583225814643,3.0035954758245,0,0,5.32162997583407,3.85964786138788,6.11302088072403
"GCKDGN101AYQ00_Ppor",0,0,4.84052903235488,0.750898868956125,10.2529571395813,6.36002615518274,1.77387665861136,9.97075697525202,7.85959827521661
"GCKDGN101AYUGV_Ppor",0,0,6.32992258077176,9.76168529642962,4.10118285583252,12.7200523103655,7.98244496375111,6.75438375742879,6.11302088072403
"GCKDGN101AYV3C_Ppor",4.52472145765702,0,3.35113548393799,5.25629208269287,14.3541399954138,6.36002615518274,8.86938329305679,9.6491196534697,1.74657739449258
"GCKDGN101AZ5V3_Ppor",16.0878985161138,0,5.2128774194591,1.50179773791225,0,0,0.886938329305679,6.43274643564647,0
"GCKDGN101AZCFN_Ppor",0,0,4.09583225814643,3.0035954758245,0,0,7.09550663444543,2.25146125247626,4.36644348623145
"GCKDGN101AZEHP_Ppor",21.618113631028,30.8510582915258,3.35113548393799,14.2670785101664,20.5059142791626,9.54003923277411,11.5301982809738,10.6140316188167,6.98630957797032
"GCKDGN101AZGG2_Ppor",3.01648097177134,0,3.72348387104221,2.25269660686837,4.10118285583252,0,4.4346916465284,7.39765840099344,3.49315478898516
"GCKDGN101AZPY8_Ppor",7.54120242942836,0,2.23409032262533,6.75808982060512,12.3035485674976,12.7200523103655,14.1910132688909,2.89473589604091,6.11302088072403
"GCKDGN101AZU2G_Ppor",14.5796580302282,0,5.2128774194591,3.0035954758245,16.4047314233301,3.18001307759137,8.86938329305679,2.57309857425859,5.23973218347774
"GCKDGN101AZXY4_Ppor",0,0,5.2128774194591,3.0035954758245,2.05059142791626,0,1.77387665861136,0.96491196534697,4.36644348623145
"GCKDGN101B0Q0J_Ppor",1.50824048588567,0,1.86174193552111,1.50179773791225,4.10118285583252,3.18001307759137,3.54775331722272,3.21637321782323,4.36644348623145
"GCKDGN101B0Q2G_Ppor",0,0,4.09583225814643,7.50898868956125,2.05059142791626,0,2.66081498791704,0.643274643564647,4.36644348623145
"GCKDGN101B1B4K_Ppor",0,0,12.2874967744393,6.007190951649,4.10118285583252,6.36002615518274,6.20856830513975,2.25146125247626,4.36644348623145
"GCKDGN101B1F68_Ppor",15.0824048588567,0,0.744696774208442,0,0,0,0,0,0
"GCKDGN101B1U9F_Ppor",18.6016326592566,0,0,0.750898868956125,0,6.36002615518274,0.886938329305679,2.89473589604091,1.74657739449258
"GCKDGN101B1WBB_Ppor",25.1373414314279,2.57092152429382,0.744696774208442,3.0035954758245,0,6.36002615518274,0.886938329305679,0.643274643564647,6.11302088072403
"GCKDGN101B1Z7O_Ppor",0,0,10.7981032260224,0,0,3.18001307759137,7.09550663444543,2.25146125247626,1.74657739449258
"GCKDGN101B2UBJ_Ppor",2.01098731451423,0,3.72348387104221,1.50179773791225,2.05059142791626,6.36002615518274,1.77387665861136,2.25146125247626,1.74657739449258
"GCKDGN101B3O3I_Ppor",0,0,2.97878709683377,12.014381903298,6.15177428374878,0,15.0779515981965,4.1812851831702,6.98630957797032
"GCKDGN101B4585_Ppor",0,46.2765874372887,7.0746193549802,11.2634830343419,8.20236571166504,12.7200523103655,11.5301982809738,14.1520421584222,5.23973218347774
"GCKDGN101B4EPV_Ppor",0,0,8.19166451629287,7.50898868956125,0,3.18001307759137,1.77387665861136,4.82455982673485,2.61986609173887
"GCKDGN101B4GJT_Ppor",0,0,5.58522580656332,3.0035954758245,0,0,5.32162997583407,6.75438375742879,3.49315478898516
"GCKDGN101B50N5_Ppor",40.2197462902846,59.1311950587578,25.319690323087,24.7796626755521,32.8094628466602,12.7200523103655,21.2865199033363,18.0116900198101,20.0856400366647
"GCKDGN101B5A3C_Ppor",1.00549365725711,0,2.97878709683377,3.75449434478062,10.2529571395813,6.36002615518274,7.98244496375111,15.1169541237692,7.85959827521661
"GCKDGN101B5BY8_Ppor",2.01098731451423,0,4.46818064525065,5.25629208269287,6.15177428374878,0,1.77387665861136,3.53801053960556,1.74657739449258
"GCKDGN101B5E39_Ppor",0,0,4.09583225814643,0.750898868956125,8.20236571166504,0,0.886938329305679,2.57309857425859,4.36644348623145
"GCKDGN101B5ISR_Ppor",3.5192278003999,0,7.81931612918865,6.007190951649,10.2529571395813,0,5.32162997583407,7.07602107921111,4.36644348623145
"GCKDGN101B5T12_Ppor",12.5686707157139,2.57092152429382,18.9897677423153,39.7976400546746,8.20236571166504,9.54003923277411,29.2689648670874,28.9473589604091,23.5787948256498
"GCKDGN101B5YB6_Ppor",0,23.1382937186444,0.744696774208442,1.50179773791225,0,0,6.20856830513975,4.50292250495253,1.74657739449258
"GCKDGN101B6515_Ppor",10.5576834011997,0,18.2450709681068,25.5305615445082,26.6576885629114,28.6201176983223,27.4950882084761,35.3801053960556,39.297991376083
"GCKDGN101B6KV8_Ppor",29.1593160604563,0,0.372348387104221,2.25269660686837,0,6.36002615518274,1.77387665861136,2.25146125247626,0.873288697246289
"GCKDGN101B6NGB_Ppor",14.5796580302282,0,0,0.750898868956125,0,3.18001307759137,1.77387665861136,0.96491196534697,0
"GCKDGN101B6PPE_Ppor",26.142835088685,0,2.60643870972955,9.0107864274735,4.10118285583252,0,10.6432599516681,1.60818660891162,1.74657739449258
"GCKDGN101B6SXL_Ppor",5.53021511491413,43.7056659129949,7.0746193549802,9.0107864274735,6.15177428374878,0,7.09550663444543,8.68420768812273,5.23973218347774
"GCKDGN101B6TD1_Ppor",19.6071263165137,0,4.84052903235488,0,0,0,0,1.92982393069394,0
"GCKDGN101B7GE0_Ppor",0,0,7.44696774208442,6.007190951649,4.10118285583252,0,11.5301982809738,8.04093304455808,8.73288697246289
"GCKDGN101B7UZY_Ppor",0,0,0.744696774208442,5.25629208269287,0,12.7200523103655,3.54775331722272,3.21637321782323,8.73288697246289
"GCKDGN101B88RT_Ppor",24.6345946027993,97.6950179231651,5.58522580656332,6.75808982060512,2.05059142791626,0,4.4346916465284,7.71929572277576,1.74657739449258
"GCKDGN101B8GUO_Ppor",1.00549365725711,0,4.84052903235488,5.25629208269287,6.15177428374878,25.440104620731,7.09550663444543,11.900580905946,7.85959827521661
"GCKDGN101B8VVK_Ppor",0,0,7.81931612918865,7.50898868956125,2.05059142791626,0,0.886938329305679,2.89473589604091,3.49315478898516
"GCKDGN101B9ARI_Ppor",1.00549365725711,0,3.72348387104221,2.25269660686837,0,6.36002615518274,5.32162997583407,1.92982393069394,5.23973218347774
"GCKDGN101B9FL0_Ppor",0,0,4.09583225814643,3.75449434478062,0,9.54003923277411,2.66081498791704,2.89473589604091,1.74657739449258
"GCKDGN101B9PTB_Ppor",17.5961390019995,0,0,0.750898868956125,0,0,0,0,0
"GCKDGN101BAKPR_Ppor",0,28.280136767232,6.70227096787598,4.50539321373675,0,6.36002615518274,7.98244496375111,8.04093304455808,3.49315478898516
"GCKDGN101BATVU_Ppor",0,0,6.32992258077176,6.007190951649,0,9.54003923277411,0,0.643274643564647,0
"GCKDGN101BB7VF_Ppor",0,0,2.23409032262533,6.75808982060512,0,3.18001307759137,4.4346916465284,5.14619714851717,3.49315478898516
"GCKDGN101BBM50_Ppor",6.03296194354269,0,21.968554839149,30.7868536272011,41.0118285583252,31.8001307759137,36.3644715015328,31.5204575346677,18.3390626421721
"GCKDGN101BBO6J_Ppor",3.5192278003999,0,5.58522580656332,16.5197751170347,16.4047314233301,12.7200523103655,17.7387665861136,22.1929752029803,11.3527530642018
"GCKDGN101BBZGV_Ppor",26.142835088685,0,1.48939354841688,0.750898868956125,0,3.18001307759137,0,0.643274643564647,1.74657739449258
"GCKDGN101BC3US_Ppor",3.01648097177134,0,1.86174193552111,5.25629208269287,6.15177428374878,0,0.886938329305679,2.57309857425859,0.873288697246289
"GCKDGN101BD51A_Ppor",0,0,3.35113548393799,3.75449434478062,4.10118285583252,0,2.66081498791704,2.57309857425859,3.49315478898516
"GCKDGN101BD5QO_Ppor",2.51373414314279,0,10.7981032260224,24.028763806596,16.4047314233301,6.36002615518274,23.9473348912533,18.3333273415924,14.8459078531869
"GCKDGN101BD857_Ppor",0,51.4184304858764,0,2.25269660686837,2.05059142791626,0,2.66081498791704,0.96491196534697,1.74657739449258
"GCKDGN101BDC2M_Ppor",0,15.4255291457629,2.23409032262533,3.75449434478062,2.05059142791626,19.0800784655482,1.77387665861136,0.96491196534697,1.74657739449258
"GCKDGN101BDXW0_Ppor",16.5906453447424,0,1.48939354841688,1.50179773791225,2.05059142791626,3.18001307759137,11.5301982809738,7.07602107921111,4.36644348623145
"GCKDGN101BE8QV_Ppor",0,0,7.0746193549802,0.750898868956125,0,6.36002615518274,0.886938329305679,3.21637321782323,0.873288697246289
"GCKDGN101BEKMI_Ppor",5.53021511491413,0,2.60643870972955,0.750898868956125,6.15177428374878,0,2.66081498791704,0.96491196534697,1.74657739449258
"GCKDGN101BFEWX_Ppor",0,0,4.84052903235488,3.0035954758245,2.05059142791626,3.18001307759137,6.20856830513975,7.39765840099344,3.49315478898516
"GCKDGN101BFGBA_Ppor",0,0,4.09583225814643,8.25988755851737,6.15177428374878,0,2.66081498791704,7.71929572277576,5.23973218347774
"GCKDGN101BFIZT_Ppor",2.01098731451423,0,5.2128774194591,7.50898868956125,0,3.18001307759137,6.20856830513975,4.50292250495253,8.73288697246289
"GCKDGN101BFMY3_Ppor",0,0,1.11704516131266,3.0035954758245,0,3.18001307759137,7.98244496375111,4.50292250495253,4.36644348623145
"GCKDGN101BH3LV_Ppor",10.5576834011997,0,2.23409032262533,0.750898868956125,0,3.18001307759137,3.54775331722272,2.89473589604091,3.49315478898516
"GCKDGN101BI0BU_Ppor",18.0988858306281,0,2.23409032262533,3.0035954758245,0,0,3.54775331722272,0.643274643564647,4.36644348623145
"GCKDGN101BIFCE_Ppor",16.0878985161138,0,0.372348387104221,2.25269660686837,0,3.18001307759137,0,0,0
"GCKDGN101BJ3S7_Ppor",0,0,5.95757419366754,4.50539321373675,2.05059142791626,3.18001307759137,1.77387665861136,2.89473589604091,3.49315478898516
"GCKDGN101BJDXG_Ppor",14.5796580302282,0,5.58522580656332,0.750898868956125,4.10118285583252,0,1.77387665861136,5.78947179208182,2.61986609173887
"GCKDGN101BKDXG_Ppor",5.02746828628557,0,2.60643870972955,6.007190951649,6.15177428374878,0,3.54775331722272,3.21637321782323,2.61986609173887
"GCKDGN101BKGSK_Ppor",9.55218974394259,0,1.11704516131266,0.750898868956125,0,3.18001307759137,0.886938329305679,2.89473589604091,1.74657739449258
"GCKDGN101BL17N_Ppor",0,0,5.2128774194591,3.0035954758245,4.10118285583252,3.18001307759137,5.32162997583407,2.57309857425859,0.873288697246289
"GCKDGN101BLKJC_Ppor",0,0,3.35113548393799,3.0035954758245,6.15177428374878,0,3.54775331722272,2.57309857425859,4.36644348623145
"GCKDGN101BMC9N_Ppor",0,0,1.48939354841688,10.5125841653857,2.05059142791626,19.0800784655482,11.5301982809738,7.71929572277576,19.2123513394184
"GCKDGN101BMXNC_Ppor",16.0878985161138,25.7092152429382,19.3621161294195,16.5197751170347,43.0624199862415,28.6201176983223,10.6432599516681,24.4444364554566,13.9726191559406
"GCKDGN101BN4C2_Ppor",8.54669608668547,0,0,0,0,0,4.4346916465284,1.60818660891162,3.49315478898516
"GCKDGN101BNGUM_Ppor",0,0,5.2128774194591,3.0035954758245,0,0,0.886938329305679,4.1812851831702,2.61986609173887
"GCKDGN101BNMVW_Ppor",0,0,4.09583225814643,1.50179773791225,2.05059142791626,6.36002615518274,4.4346916465284,4.1812851831702,0.873288697246289
"GCKDGN101BNSIR_Ppor",0,0,20.4791612907322,17.2706739859909,6.15177428374878,15.9000653879568,16.8518282568079,15.7602287673338,13.9726191559406
"GCKDGN101BOMUL_Ppor",0,0,2.23409032262533,5.25629208269287,2.05059142791626,0,5.32162997583407,1.60818660891162,6.98630957797032
"GCKDGN101BORTW_Ppor",1.50824048588567,0,0.372348387104221,6.75808982060512,4.10118285583252,0,6.20856830513975,0.96491196534697,4.36644348623145
"GCKDGN101BOZHC_Ppor",0,0,5.2128774194591,2.25269660686837,2.05059142791626,3.18001307759137,4.4346916465284,1.92982393069394,0.873288697246289
"GCKDGN101BP7IO_Ppor",4.02197462902846,0,3.35113548393799,0,0,0,0.886938329305679,3.21637321782323,2.61986609173887
"GCKDGN101BP9E7_Ppor",0,0,7.81931612918865,2.25269660686837,2.05059142791626,0,7.09550663444543,2.57309857425859,1.74657739449258
"GCKDGN101BPN3F_Ppor",1.50824048588567,0,7.44696774208442,6.007190951649,0,9.54003923277411,5.32162997583407,9.00584500990505,3.49315478898516
"GCKDGN101BQ334_Ppor",4.52472145765702,0,2.23409032262533,6.75808982060512,4.10118285583252,0,6.20856830513975,4.50292250495253,6.98630957797032
"GCKDGN101BQ4JB_Ppor",0,10.2836860971753,4.46818064525065,1.50179773791225,2.05059142791626,0,2.66081498791704,1.92982393069394,4.36644348623145
"GCKDGN101BQOK8_Ppor",0,0,7.44696774208442,6.007190951649,4.10118285583252,0,1.77387665861136,2.57309857425859,3.49315478898516
"GCKDGN101BQWYJ_Ppor",7.54120242942836,0,2.97878709683377,3.0035954758245,2.05059142791626,3.18001307759137,0,0.96491196534697,2.61986609173887
"GCKDGN101BRAZB_Ppor",0,0,2.97878709683377,10.5125841653857,0,6.36002615518274,4.4346916465284,4.82455982673485,1.74657739449258
"GCKDGN101BRSYO_Ppor",0,0,5.95757419366754,0.750898868956125,0,3.18001307759137,6.20856830513975,3.21637321782323,0.873288697246289
"GCKDGN101BS37C_Ppor",17.5961390019995,0,0.372348387104221,0.750898868956125,2.05059142791626,0,1.77387665861136,7.39765840099344,0.873288697246289
"GCKDGN101BS3FT_Ppor",2.51373414314279,0,0.744696774208442,1.50179773791225,4.10118285583252,3.18001307759137,11.5301982809738,5.78947179208182,7.85959827521661
"GCKDGN101BSGE7_Ppor",13.574164372971,0,0.372348387104221,1.50179773791225,0,3.18001307759137,1.77387665861136,0.643274643564647,2.61986609173887
"GCKDGN101BSNE7_Ppor",16.5906453447424,0,0,0,0,0,0,0,0
"GCKDGN101BSXSW_Ppor",0,0,5.2128774194591,1.50179773791225,2.05059142791626,0,5.32162997583407,3.21637321782323,5.23973218347774
"GCKDGN101BSYAR_Ppor",49.2691892055986,0,3.35113548393799,0.750898868956125,4.10118285583252,0,1.77387665861136,4.50292250495253,2.61986609173887
"GCKDGN101BSZT5_Ppor",99.5438720684543,0,3.35113548393799,3.0035954758245,2.05059142791626,0,4.4346916465284,1.92982393069394,6.98630957797032
"GCKDGN101BT8AW_Ppor",0,0,2.23409032262533,1.50179773791225,0,3.18001307759137,0.886938329305679,6.43274643564647,4.36644348623145
"GCKDGN101BTOBY_Ppor",44.241720919313,0,15.6386322583773,9.76168529642962,26.6576885629114,3.18001307759137,13.3040749395852,13.1871301930753,11.3527530642018
"GCKDGN101BTW0B_Ppor",0,105.407782496047,5.95757419366754,9.76168529642962,6.15177428374878,0,1.77387665861136,5.4678344702995,3.49315478898516
"GCKDGN101BU5CL_Ppor",5.02746828628557,0,5.58522580656332,8.25988755851737,4.10118285583252,0,5.32162997583407,6.75438375742879,4.36644348623145
"GCKDGN101BUB7W_Ppor",0,56.560273534464,10.053406451814,9.76168529642962,16.4047314233301,15.9000653879568,9.75632162236247,10.2923942970343,9.60617566970918
"GCKDGN101BUCEL_Ppor",0,0,4.46818064525065,1.50179773791225,12.3035485674976,3.18001307759137,4.4346916465284,5.78947179208182,6.11302088072403
"GCKDGN101BUR6M_Ppor",4.52472145765702,0,3.72348387104221,0,2.05059142791626,6.36002615518274,7.98244496375111,7.71929572277576,0.873288697246289
"GCKDGN101BUT9T_Ppor",25.6400882600564,0,0,0,0,0,2.66081498791704,0.321637321782323,0
"GCKDGN101BVA0M_Ppor",17.5961390019995,0,0,2.25269660686837,2.05059142791626,0,3.54775331722272,1.28654928712929,0
