GeneName	R_033_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_036_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_045_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_048_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_049_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_051_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_052_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_054_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_057_C_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads	R_058_La_Pp_yr2_R1_nof_hybridref_counts.txt_UniqueTotReads
isogroup404465_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40446_Sym	15	0	6	5	1	3	3	0	0	0
isogroup40447_Sym	7	0	0	1	1	1	6	0	0	0
isogroup40449_Sym	18	0	4	10	4	5	18	0	0	0
isogroup404503_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40456_Sym	0	0	3	1	0	7	1	0	0	0
isogroup404583_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40460_Sym	10	0	4	3	3	3	2	0	0	0
isogroup40461_Sym	0	0	0	2	3	2	7	0	0	0
isogroup40463_Sym	0	0	0	1	0	1	1	0	0	0
isogroup40464_Sym	33	0	7	11	5	0	21	0	0	0
isogroup40466_Sym	31	0	1	9	10	4	11	0	0	0
isogroup40470_Sym	25	0	0	3	1	8	3	0	0	0
isogroup404727_Sym	0	0	0	0	0	0	0	0	0	0
isogroup404730_Sym	0	0	0	0	0	0	0	0	0	0
isogroup404750_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40477_Sym	29	0	0	4	0	1	4	0	0	0
isogroup40478_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40480_Sym	8	0	0	8	3	4	1	0	0	0
isogroup404862_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40489_Sym	9	0	5	6	11	5	12	0	0	0
isogroup405001_Sym	0	0	0	0	0	0	0	1	0	0
isogroup40504_Sym	0	0	2	5	1	0	3	0	0	0
isogroup40507_Sym	24	0	2	6	4	1	8	0	0	0
isogroup40508_Sym	38	0	19	8	6	2	1	0	0	0
isogroup40509_Sym	0	0	0	1	4	2	0	0	0	0
isogroup40510_Sym	10	42	24	3	4	1	5	0	0	0
isogroup40511_Sym	32	0	4	3	3	7	13	0	0	0
isogroup40512_Sym	46	0	0	2	1	2	3	0	0	0
isogroup40518_Sym	110	1	33	23	31	4	19	0	0	0
isogroup40519_Sym	53	0	24	18	15	7	8	0	0	0
isogroup405210_Sym	0	0	0	0	0	0	0	0	0	0
isogroup405220_Sym	0	0	0	0	0	0	0	0	0	0
isogroup405221_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40522_Sym	11	0	6	4	5	2	7	0	0	0
isogroup405244_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40527_Sym	24	0	25	5	8	15	12	0	0	0
isogroup405284_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40529_Sym	192	0	18	26	14	12	9	0	0	0
isogroup40531_Sym	65	0	13	10	2	3	8	0	0	0
isogroup40532_Sym	0	0	0	10	1	0	2	0	0	0
isogroup40533_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40534_Sym	26	1	5	4	1	1	1	0	0	0
isogroup405351_Sym	0	0	0	0	0	0	0	0	0	0
isogroup405369_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40536_Sym	102	1	17	10	5	3	9	0	0	0
isogroup40538_Sym	0	0	17	7	2	2	6	0	0	0
isogroup40540_Sym	11	1	0	1	2	1	4	0	0	0
isogroup40541_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40542_Sym	0	0	2	4	0	1	0	0	0	0
isogroup405477_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40551_Sym	13	0	0	1	1	3	2	0	0	0
isogroup40552_Sym	0	0	4	2	0	8	1	0	0	0
isogroup40553_Sym	90	2	6	10	7	4	13	0	0	0
isogroup40555_Sym	0	0	0	3	4	3	5	0	0	0
isogroup40558_Sym	45	0	8	17	9	7	20	0	0	0
isogroup40561_Sym	0	0	0	2	1	0	1	0	0	0
isogroup405643_Sym	0	1	0	0	0	0	0	0	0	0
isogroup40566_Sym	0	0	2	0	2	1	1	0	0	0
isogroup40567_Sym	15	0	8	8	2	10	3	0	0	0
isogroup405686_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40571_Sym	0	0	9	9	2	0	6	0	0	0
isogroup405749_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40574_Sym	11	0	4	2	6	6	5	0	0	0
isogroup405766_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40580_Sym	2	0	12	1	2	1	1	0	0	0
isogroup40581_Sym	0	0	5	5	5	10	8	0	0	0
isogroup40587_Sym	26	0	18	11	10	4	3	0	0	1
isogroup40594_Sym	43	0	4	12	16	17	18	0	0	0
isogroup405985_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40598_Sym	140	1	85	56	19	5	17	0	0	0
isogroup40600_Sym	5	0	3	6	2	1	0	0	0	0
isogroup40608_Sym	0	0	0	1	5	5	5	0	2	0
isogroup40609_Sym	0	0	12	2	1	4	3	0	0	0
isogroup406116_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40611_Sym	0	0	2	0	0	0	0	0	0	0
isogroup40613_Sym	69	0	36	23	2	7	3	0	0	0
isogroup406178_Sym	0	0	0	0	0	0	0	0	0	0
isogroup406262_Sym	0	0	0	0	0	1	0	0	0	0
isogroup40630_Sym	0	0	2	0	0	1	1	0	0	0
isogroup406311_Sym	0	0	0	0	0	0	0	0	0	0
isogroup406314_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40633_Sym	13	0	5	2	1	1	4	0	0	0
isogroup40635_Sym	207	0	32	29	9	16	5	0	0	0
isogroup406365_Sym	0	0	0	0	0	0	0	0	0	0
isogroup406394_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40639_Sym	0	0	4	5	9	4	6	0	0	0
isogroup40642_Sym	0	0	6	2	0	0	1	0	0	0
isogroup40643_Sym	0	0	4	1	5	1	5	0	0	0
isogroup40645_Sym	89	0	4	0	1	10	6	0	0	0
isogroup40649_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40656_Sym	0	0	2	2	0	6	8	0	0	0
isogroup406598_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40663_Sym	17	0	14	4	1	1	3	0	0	0
isogroup40664_Sym	14	0	2	6	5	8	10	0	0	0
isogroup406702_Sym	0	1	0	0	0	0	0	0	0	0
isogroup40670_Sym	0	0	0	0	0	0	1	0	0	0
isogroup40674_Sym	3	0	2	5	2	1	5	0	0	1
isogroup40675_Sym	75	0	23	11	5	9	10	0	0	0
isogroup40676_Sym	0	0	3	7	1	0	4	0	0	0
isogroup40677_Sym	108	0	24	37	9	17	5	0	0	0
isogroup40678_Sym	0	1	3	5	1	2	2	0	0	0
isogroup406813_Sym	0	0	6	0	1	0	0	0	0	0
isogroup406816_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40691_Sym	0	0	0	0	0	0	0	0	0	0
isogroup406938_Sym	0	0	0	0	0	0	0	0	0	0
isogroup406942_Sym	0	0	0	0	0	0	0	0	0	0
isogroup406951_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40695_Sym	7	0	4	3	1	2	3	0	0	0
isogroup40697_Sym	0	0	9	1	0	4	4	0	0	0
isogroup40700_Sym	47	21	15	13	3	6	6	0	0	0
isogroup407038_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40704_Sym	8	0	1	9	4	5	4	0	0	0
isogroup40707_Sym	0	0	0	3	0	13	0	0	0	0
isogroup4070_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40710_Sym	0	0	0	0	1	0	1	0	0	0
isogroup407126_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40712_Sym	0	0	3	4	0	2	3	0	0	0
isogroup40725_Sym	2	12	8	4	6	10	4	0	0	0
isogroup407263_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40731_Sym	191	0	46	21	2	3	5	0	0	0
isogroup40735_Sym	72	0	27	22	13	17	12	0	2	1
isogroup40736_Sym	73	2	18	8	4	13	11	0	0	0
isogroup407427_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40742_Sym	0	0	19	4	1	0	2	0	0	0
isogroup40743_Sym	0	0	21	2	1	4	4	0	0	0
isogroup40748_Sym	31	0	0	8	6	2	1	0	0	0
isogroup40750_Sym	4	1	9	8	0	1	3	0	2	0
isogroup407511_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40752_Sym	24	0	3	3	1	1	2	0	0	0
isogroup407535_Sym	0	1	0	0	0	0	0	0	0	0
isogroup40754_Sym	24	0	3	4	1	1	7	0	0	1
isogroup407551_Sym	0	0	0	0	0	0	0	0	1	0
isogroup407559_Sym	0	0	0	0	0	0	0	0	0	0
isogroup407562_Sym	0	0	0	0	0	0	0	1	0	0
isogroup40756_Sym	27	0	55	25	9	4	11	0	0	0
isogroup407570_Sym	5	0	0	0	1	0	0	0	0	0
isogroup40760_Sym	9	0	2	4	5	21	18	0	0	0
isogroup40761_Sym	0	0	1	4	2	6	4	0	0	0
isogroup407636_Sym	0	0	0	0	0	0	0	0	0	0
isogroup407638_Sym	0	0	0	0	0	0	0	0	0	0
isogroup407644_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40764_Sym	38	0	10	10	12	6	7	0	0	0
isogroup40767_Sym	0	0	3	5	3	3	8	0	0	0
isogroup40768_Sym	173	1	43	35	17	11	8	0	0	0
isogroup40769_Sym	26	0	3	8	5	12	29	0	0	0
isogroup40770_Sym	0	0	0	9	1	6	6	0	0	0
isogroup407716_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40771_Sym	133	1	13	6	6	15	20	0	0	0
isogroup407722_Sym	0	0	0	0	0	0	0	0	0	0
isogroup407777_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40777_Sym	19	0	3	2	1	2	3	0	0	0
isogroup40778_Sym	18	0	35	1	2	1	2	0	0	0
isogroup40781_Sym	27	0	3	6	5	2	4	0	0	0
isogroup40785_Sym	0	0	14	1	1	2	3	0	0	0
isogroup40786_Sym	0	0	0	5	2	7	4	0	1	0
isogroup407911_Sym	0	0	0	0	0	0	0	0	0	0
isogroup407917_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40792_Sym	58	1	15	32	8	1	9	0	0	0
isogroup40796_Sym	23	0	4	5	4	0	2	0	0	0
isogroup407971_Sym	0	0	0	0	0	0	1	0	0	0
isogroup40797_Sym	305	3	22	20	7	2	12	0	0	0
isogroup407981_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40798_Sym	0	0	11	5	0	4	2	0	0	1
isogroup40799_Sym	26	0	16	13	3	1	4	0	0	0
isogroup408046_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40804_Sym	0	0	9	1	1	5	2	0	0	0
isogroup40805_Sym	21	0	4	8	2	7	4	0	0	0
isogroup40806_Sym	9	0	2	3	3	4	4	0	0	0
isogroup408087_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40809_Sym	0	0	1	3	1	5	4	0	0	0
isogroup40810_Sym	0	0	0	4	0	3	3	0	0	0
isogroup40811_Sym	0	0	5	3	0	3	4	0	0	0
isogroup40813_Sym	10	0	16	7	5	11	5	0	0	0
isogroup40814_Sym	12	0	8	0	2	3	3	0	0	0
isogroup40821_Sym	58	0	18	18	4	2	7	0	0	0
isogroup408222_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40822_Sym	7	0	2	3	2	6	1	0	0	0
isogroup40824_Sym	0	0	4	10	4	3	6	0	0	0
isogroup40825_Sym	0	0	0	0	0	7	2	0	0	0
isogroup408301_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40831_Sym	262	12	23	15	5	4	7	0	0	0
isogroup40834_Sym	100	0	11	14	10	4	13	0	0	0
isogroup408350_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40835_Sym	0	0	5	2	0	2	7	0	0	0
isogroup40843_Sym	39	0	10	6	6	5	12	0	0	0
isogroup408452_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40846_Sym	153	2	32	40	13	5	9	0	0	0
isogroup40847_Sym	22	0	3	5	3	12	16	0	0	0
isogroup40849_Sym	63	0	4	5	3	4	5	0	0	0
isogroup408529_Sym	0	0	0	0	0	0	0	0	0	0
isogroup408544_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40856_Sym	5	0	0	7	4	3	4	0	0	0
isogroup40860_Sym	58	0	6	14	9	17	10	2	0	1
isogroup40861_Sym	266	0	20	24	22	16	18	0	0	0
isogroup408644_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40864_Sym	0	0	4	1	4	4	2	0	0	0
isogroup408666_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40866_Sym	223	2	25	9	7	2	9	0	1	0
isogroup408675_Sym	0	0	0	0	0	0	0	0	0	0
isogroup408733_Sym	0	0	0	0	0	0	0	0	0	0
isogroup408754_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40877_Sym	7	0	3	10	1	5	3	0	0	0
isogroup40878_Sym	15	0	21	7	12	8	28	1	1	2
isogroup408801_Sym	0	0	0	0	0	0	0	0	0	0
isogroup408832_Sym	0	0	0	0	0	0	0	0	0	0
isogroup408841_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40885_Sym	0	0	7	8	0	0	5	0	0	0
isogroup408867_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40888_Sym	28	0	12	3	0	1	5	0	0	0
isogroup40894_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40897_Sym	0	0	4	0	0	0	0	0	0	0
isogroup40902_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409046_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409050_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40905_Sym	0	0	0	0	0	1	0	0	0	0
isogroup40907_Sym	1	0	3	6	5	9	10	1	0	0
isogroup40908_Sym	40	0	2	3	2	2	9	0	1	2
isogroup40911_Sym	0	0	2	14	9	6	7	0	0	0
isogroup40912_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409153_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409167_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40916_Sym	0	0	0	3	1	7	5	0	0	0
isogroup40917_Sym	24	1	4	2	4	5	10	0	0	0
isogroup40924_Sym	32	0	20	6	2	1	5	0	0	0
isogroup40926_Sym	184	2	34	17	13	11	23	0	0	0
isogroup40928_Sym	161	23	21	16	9	14	7	0	0	0
isogroup409298_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409320_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409323_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409355_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409364_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40938_Sym	0	0	0	1	0	0	2	0	0	0
isogroup40939_Sym	0	0	1	3	2	2	2	0	0	0
isogroup409427_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409437_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40947_Sym	8	0	0	2	0	1	6	0	0	0
isogroup40954_Sym	0	0	8	5	6	0	3	0	0	0
isogroup409561_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40956_Sym	22	0	6	9	2	3	8	0	0	0
isogroup40960_Sym	15	0	4	7	6	1	2	0	1	0
isogroup40961_Sym	212	1	5	24	4	11	13	0	0	0
isogroup40968_Sym	55	0	7	1	2	3	1	0	0	0
isogroup409738_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40973_Sym	112	1	2	15	4	5	15	0	0	0
isogroup409742_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40976_Sym	169	0	10	12	13	4	5	0	0	0
isogroup409795_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409846_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40984_Sym	52	0	2	2	5	1	2	0	0	0
isogroup40987_Sym	2	0	1	12	12	5	16	0	0	0
isogroup40991_Sym	137	1	21	19	4	4	12	0	0	0
isogroup409923_Sym	0	0	0	0	0	0	0	0	0	0
isogroup409946_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40994_Sym	187	1	16	6	2	0	4	0	0	0
isogroup409976_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40997_Sym	122	0	18	9	11	2	18	1	0	0
isogroup409981_Sym	0	0	0	0	0	0	0	0	0	0
isogroup40998_Sym	0	0	3	0	0	1	0	0	2	0
isogroup41001_Sym	0	0	2	3	1	10	5	0	0	0
isogroup41002_Sym	61	0	30	25	14	10	13	0	2	0
isogroup41004_Sym	0	0	6	11	7	0	11	0	0	0
isogroup41007_Sym	6	0	0	5	0	3	4	0	0	0
isogroup41008_Sym	0	0	0	5	0	3	7	0	0	0
isogroup410113_Sym	0	1	0	0	0	0	0	0	0	0
isogroup41011_Sym	0	0	0	0	1	0	1	0	0	0
isogroup41013_Sym	9	25	6	15	2	0	2	0	0	0
isogroup41018_Sym	0	0	2	8	1	0	4	0	0	0
isogroup41025_Sym	53	0	9	7	2	10	9	0	0	0
isogroup410267_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41026_Sym	13	0	0	5	6	2	6	0	0	0
isogroup41027_Sym	196	0	27	6	6	2	9	0	0	1
isogroup410308_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41030_Sym	79	1	39	12	7	6	1	0	0	0
isogroup410324_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41032_Sym	0	0	1	5	4	3	6	0	0	0
isogroup410351_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41036_Sym	0	0	0	3	0	0	2	0	0	0
isogroup41037_Sym	0	0	8	7	0	1	2	0	0	0
isogroup41038_Sym	70	1	15	4	2	3	3	0	0	0
isogroup410412_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41043_Sym	28	1	27	49	24	16	26	0	0	0
isogroup410471_Sym	0	24	0	0	0	0	0	0	0	0
isogroup41050_Sym	0	0	0	0	0	3	1	0	0	0
isogroup41051_Sym	32	0	7	10	4	7	5	0	0	0
isogroup41052_Sym	2	0	5	2	3	1	5	0	0	0
isogroup41053_Sym	0	0	0	0	0	0	0	0	0	0
isogroup410541_Sym	0	0	0	0	0	0	0	0	0	0
isogroup410557_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41055_Sym	113	2	1	5	1	14	2	0	0	0
isogroup41056_Sym	0	0	0	2	0	2	3	0	0	0
isogroup41057_Sym	104	1	9	16	3	5	1	0	0	0
isogroup41062_Sym	0	0	14	10	2	11	9	0	0	0
isogroup41063_Sym	0	0	0	0	0	1	4	0	0	0
isogroup410649_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41064_Sym	0	0	9	3	3	2	3	0	0	0
isogroup41065_Sym	110	1	31	24	4	4	7	0	0	0
isogroup41066_Sym	7	1	2	4	0	0	9	0	0	0
isogroup41067_Sym	149	2	15	9	4	6	5	0	0	0
isogroup41070_Sym	0	0	6	2	1	0	4	0	0	0
isogroup41071_Sym	0	0	2	24	6	3	5	0	0	0
isogroup41074_Sym	0	0	8	2	0	1	2	0	0	0
isogroup410757_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41077_Sym	0	0	0	0	0	0	0	0	0	0
isogroup410842_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41087_Sym	38	0	13	8	5	8	9	0	0	0
isogroup41089_Sym	0	0	0	0	0	2	5	0	0	0
isogroup41093_Sym	37	0	15	3	7	5	6	2	2	0
isogroup41094_Sym	242	0	30	35	16	16	15	0	0	0
isogroup41096_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41097_Sym	47	0	0	4	1	7	3	0	0	0
isogroup41098_Sym	4	0	6	5	4	10	5	0	0	0
isogroup410993_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41100_Sym	15	0	7	5	1	16	2	0	0	0
isogroup41101_Sym	12	0	2	4	5	1	1	0	0	0
isogroup411042_Sym	0	0	0	0	0	0	0	0	0	1
isogroup41107_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41109_Sym	107	0	6	16	12	6	14	0	0	0
isogroup41111_Sym	7	0	3	6	1	4	9	0	0	0
isogroup411121_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41115_Sym	11	0	0	0	1	0	4	0	0	0
isogroup411173_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41117_Sym	57	1	2	7	8	2	8	0	0	0
isogroup411190_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41119_Sym	11	0	12	2	4	2	6	0	0	0
isogroup411210_Sym	0	0	0	0	0	0	0	0	0	0
isogroup411211_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41121_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41123_Sym	21	0	0	0	0	7	1	0	0	0
isogroup411244_Sym	0	0	0	0	0	0	0	0	0	0
isogroup411270_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41134_Sym	3	0	17	5	1	8	9	0	0	0
isogroup411372_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41137_Sym	0	0	0	0	0	6	1	0	0	0
isogroup411443_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41148_Sym	0	0	26	24	6	3	9	0	0	0
isogroup41150_Sym	74	0	4	5	1	2	5	0	0	0
isogroup411516_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41157_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41165_Sym	0	0	0	0	0	3	4	0	0	0
isogroup411674_Sym	0	1	0	0	0	0	0	0	0	0
isogroup411678_Sym	1	0	0	0	0	0	0	0	0	0
isogroup41173_Sym	0	0	8	1	4	2	2	0	0	0
isogroup41174_Sym	0	0	2	0	1	3	1	0	0	0
isogroup41176_Sym	8	0	2	1	2	3	2	0	0	0
isogroup41177_Sym	0	0	2	0	3	2	2	0	0	0
isogroup41182_Sym	0	1	0	0	0	0	0	0	0	0
isogroup41186_Sym	0	15	0	1	0	3	4	0	0	0
isogroup41187_Sym	107	0	20	12	16	12	14	0	0	0
isogroup41191_Sym	0	0	4	5	3	3	4	0	0	0
isogroup41192_Sym	35	0	14	9	3	3	3	1	2	1
isogroup41199_Sym	0	0	0	1	0	0	0	0	0	0
isogroup41202_Sym	40	0	19	7	3	3	7	0	0	0
isogroup41209_Sym	213	0	32	17	5	8	12	0	1	0
isogroup412104_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41211_Sym	13	0	0	3	3	5	3	0	0	0
isogroup412229_Sym	0	0	0	0	0	0	0	0	0	0
isogroup412259_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41226_Sym	164	0	5	11	10	4	37	0	1	0
isogroup412280_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41228_Sym	29	0	2	5	2	2	3	0	0	0
isogroup41232_Sym	204	2	12	5	1	1	8	0	0	0
isogroup41234_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41236_Sym	1	0	1	1	1	0	0	0	0	0
isogroup41241_Sym	62	0	12	7	0	9	5	0	0	0
isogroup41243_Sym	0	0	0	1	1	2	2	0	0	0
isogroup41245_Sym	0	0	4	6	5	6	6	0	0	0
isogroup41246_Sym	1	14	1	2	2	11	5	0	0	0
isogroup41247_Sym	42	1	15	8	5	6	8	0	1	0
isogroup41249_Sym	161	15	3	9	1	0	2	0	0	0
isogroup41250_Sym	0	0	0	1	1	0	0	0	0	0
isogroup41253_Sym	25	12	15	16	3	5	2	0	0	0
isogroup41254_Sym	1	0	3	6	2	6	4	0	0	0
isogroup41258_Sym	6	0	2	7	0	3	5	0	0	0
isogroup41259_Sym	42	0	8	5	2	1	0	0	0	0
isogroup412601_Sym	0	1	0	0	0	0	0	0	0	0
isogroup412642_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41268_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41269_Sym	14	0	5	3	1	0	0	0	0	0
isogroup41273_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41281_Sym	0	0	2	2	3	0	0	0	0	0
isogroup412835_Sym	0	1	0	0	0	0	0	0	0	0
isogroup412870_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41287_Sym	367	3	27	23	12	3	24	0	1	0
isogroup41295_Sym	157	0	33	18	4	9	6	0	0	0
isogroup412994_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41304_Sym	93	0	12	14	0	0	0	0	0	0
isogroup41305_Sym	105	0	26	15	7	2	14	0	0	0
isogroup41307_Sym	145	0	15	14	6	6	11	0	0	0
isogroup41309_Sym	3	0	1	17	4	13	13	0	0	0
isogroup41310_Sym	39	0	0	9	1	2	3	0	0	0
isogroup413113_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41314_Sym	0	0	11	1	1	5	2	0	0	0
isogroup41317_Sym	8	0	3	9	2	4	5	2	1	2
isogroup41319_Sym	51	0	4	8	7	1	6	0	0	0
isogroup41320_Sym	96	0	2	5	1	6	3	0	0	0
isogroup41321_Sym	0	0	0	0	0	0	0	0	0	0
isogroup413232_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41324_Sym	2	0	6	2	6	6	8	0	0	0
isogroup413292_Sym	0	0	0	0	0	0	0	0	0	0
isogroup413294_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41329_Sym	0	0	4	0	0	0	0	0	0	0
isogroup41334_Sym	154	4	4	11	12	22	20	0	0	0
isogroup41337_Sym	52	1	7	9	2	21	26	0	1	0
isogroup41341_Sym	141	0	26	19	13	10	16	1	4	0
isogroup41344_Sym	2	2	0	4	2	26	0	0	0	0
isogroup41350_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41359_Sym	18	1	8	9	5	21	22	2	7	2
isogroup41360_Sym	0	0	6	4	4	11	11	0	0	0
isogroup41361_Sym	12	0	5	9	4	7	6	5	0	0
isogroup413633_Sym	0	0	1	0	1	0	0	1	0	1
isogroup41377_Sym	32	0	11	8	4	6	15	0	2	1
isogroup41382_Sym	0	0	0	0	0	0	0	0	0	0
isogroup413965_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41399_Sym	119	2	10	16	12	10	16	0	1	0
isogroup414065_Sym	0	0	0	0	0	0	0	0	0	0
isogroup414079_Sym	0	0	0	0	0	0	0	0	0	0
isogroup414081_Sym	0	0	0	0	0	0	2	0	0	0
isogroup414098_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41409_Sym	71	0	4	8	5	3	4	0	0	0
isogroup414130_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41415_Sym	34	0	12	13	2	0	7	0	0	0
isogroup41419_Sym	1	0	0	4	2	8	2	0	1	0
isogroup41424_Sym	0	0	2	13	9	23	6	0	0	0
isogroup414310_Sym	0	0	0	0	0	0	0	0	0	0
isogroup414362_Sym	0	0	0	0	0	0	0	0	0	0
isogroup414409_Sym	0	0	0	0	0	0	0	0	0	0
isogroup414465_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41447_Sym	0	0	1	5	4	14	1	0	0	0
isogroup414495_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41458_Sym	0	0	4	1	2	12	6	3	2	1
isogroup414610_Sym	0	1	0	0	0	0	0	0	0	0
isogroup414651_Sym	0	0	0	0	0	0	0	0	0	0
isogroup414669_Sym	0	24	0	0	0	0	0	0	0	0
isogroup414725_Sym	0	0	0	0	0	0	0	0	0	0
isogroup41475_Sym	0	0	0	0	0	0	0	0	0	0
isogroup414786_Sym	0	0	0	0	0	0	0	0	0	0
isogroup414816_Sym	0	0	0	0	0	0	0	0	0	0
