"gene","R_033_C_Pp_yr2","R_036_C_Pp_yr2","R_045_C_Pp_yr2","R_048_C_Pp_yr2","R_049_La_Pp_yr2","R_051_C_Pp_yr2","R_052_La_Pp_yr2"
"isogroup113506_Sym",2.1641669510343,4.98392642323679,1.53964762106531,5.81823549576193,12.1528190875968,3.0256972536117,4.15345518746361
"isogroup113507_Sym",1.08208347551715,0,1.53964762106531,1.66235299878912,4.55730715784879,6.05139450722341,11.4220017655249
"isogroup113509_Sym",7.09365833950131,4.98392642323679,4.61894286319592,9.97411799273474,1.5191023859496,15.1284862680585,22.8440035310499
"isogroup113510_Sym",0.601157486398416,0,2.30947143159796,3.32470599757825,15.191023859496,3.0256972536117,15.5754569529885
"isogroup113513_Sym",4.80925989118733,0,9.23788572639184,9.97411799273474,7.59551192974799,1.51284862680585,11.4220017655249
"isogroup113514_Sym",7.09365833950131,0,0.769823810532653,3.32470599757825,0,3.0256972536117,0
"isogroup113516_Sym",0,0,5.38876667372857,9.14294149334018,4.55730715784879,10.589940387641,2.07672759373181
"isogroup113523_Sym",0,0,6.15859048426123,12.4676474909184,4.55730715784879,3.0256972536117,2.07672759373181
"isogroup113524_Sym",5.29018588030606,0,7.69823810532653,21.6105889842586,10.6337167016472,21.1798807752819,5.19181898432951
"isogroup113525_Sym",11.6624552361293,0,8.46806191585918,10.8052944921293,1.5191023859496,3.0256972536117,9.34527417179313
"isogroup113532_Sym",0.7213889836781,0,6.15859048426123,25.7664714812314,12.1528190875968,10.589940387641,11.4220017655249
"isogroup113534_Sym",3.36648192383113,0,4.61894286319592,13.298823990313,1.5191023859496,0,1.0383637968659
"isogroup113536_Sym",0.961851978237466,4.98392642323679,3.84911905266327,5.81823549576193,7.59551192974799,3.0256972536117,3.11509139059771
"isogroup113541_Sym",0.601157486398416,0,6.92841429479388,6.64941199515649,16.7101262454456,10.589940387641,11.4220017655249
"isogroup113543_Sym",27.7734758716068,0,50.0385476846225,48.2082369648846,82.0315288412783,40.846912923758,45.6880070620997
"isogroup113544_Sym",0.7213889836781,0,12.3171809685225,7.48058849455106,12.1528190875968,3.0256972536117,7.26854657806132
"isogroup113556_Sym",21.5214380130633,4.98392642323679,0.769823810532653,4.98705899636737,1.5191023859496,3.0256972536117,5.19181898432951
"isogroup113560_Sym",6.4925008531029,0,11.5473571579898,5.81823549576193,6.07640954379839,0,2.07672759373181
"isogroup113569_Sym",1.92370395647493,0,0,8.31176499394562,1.5191023859496,10.589940387641,4.15345518746361
"isogroup113575_Sym",1.20231497279683,0,8.46806191585918,6.64941199515649,6.07640954379839,12.1027890144468,8.30691037492722
"isogroup113577_Sym",4.20810240478891,0,18.4757714527837,3.32470599757825,9.11461431569758,3.0256972536117,5.19181898432951
"isogroup113592_Sym",1.4427779673562,0,0,0.831176499394562,7.59551192974799,7.56424313402926,12.4603655623908
"isogroup113594_Sym",0.480925989118733,0,6.92841429479388,8.31176499394562,3.0382047718992,6.05139450722341,3.11509139059771
"isogroup113600_Sym",0,79.7428227717886,0,1.66235299878912,9.11461431569758,7.56424313402926,9.34527417179313
"isogroup113604_Sym",18.7561135756306,4.98392642323679,14.6266524001204,13.298823990313,22.786535789244,24.2055780288936,20.7672759373181
"isogroup113605_Sym",14.5480111708417,4.98392642323679,10.7775333474571,10.8052944921293,9.11461431569758,19.6670321484761,10.383637968659
"isogroup113609_Sym",1.20231497279683,0,2.30947143159796,8.31176499394562,6.07640954379839,1.51284862680585,9.34527417179313
"isogroup113610_Sym",9.85898277693403,0,4.61894286319592,6.64941199515649,6.07640954379839,10.589940387641,13.4987293592567
"isogroup113612_Sym",0,0,1.53964762106531,9.14294149334018,12.1528190875968,3.0256972536117,13.4987293592567
"isogroup113621_Sym",34.9873657083878,34.8874849626575,38.4911905266327,10.8052944921293,18.2292286313952,3.0256972536117,8.30691037492722
"isogroup113622_Sym",9.97921427421371,4.98392642323679,6.15859048426123,8.31176499394562,6.07640954379839,4.53854588041756,8.30691037492722
"isogroup113624_Sym",2.76532443743272,49.8392642323679,3.07929524213061,6.64941199515649,13.6719214735464,16.6413348948644,19.7289121404522
"isogroup113625_Sym",7.213889836781,0,0.769823810532653,5.81823549576193,4.55730715784879,3.0256972536117,1.0383637968659
"isogroup113629_Sym",28.2544018607256,0,16.1663000211857,24.1041184824423,9.11461431569758,6.05139450722341,8.30691037492722
"isogroup113632_Sym",0,159.485645543577,0.769823810532653,0,0,0,1.0383637968659
"isogroup113633_Sym",4.20810240478891,0,0,5.81823549576193,0,4.53854588041756,2.07672759373181
"isogroup113640_Sym",2.28439844831398,0,7.69823810532653,12.4676474909184,6.07640954379839,0,1.0383637968659
"isogroup113650_Sym",1.92370395647493,0,0,5.81823549576193,3.0382047718992,9.07709176083511,6.23018278119542
"isogroup113651_Sym",9.61851978237466,0,0.769823810532653,2.49352949818369,10.6337167016472,4.53854588041756,7.26854657806132
"isogroup113655_Sym",0,0,13.0870047790551,6.64941199515649,4.55730715784879,3.0256972536117,13.4987293592567
"isogroup113656_Sym",5.41041737758575,4.98392642323679,29.2533048002408,14.1300004897075,3.0382047718992,3.0256972536117,6.23018278119542
"isogroup113657_Sym",16.712178121876,4.98392642323679,3.07929524213061,13.298823990313,16.7101262454456,9.07709176083511,10.383637968659
"isogroup113659_Sym",3.84740791294986,0,0,1.66235299878912,0,1.51284862680585,0
"isogroup113662_Sym",4.44856539934828,0,1.53964762106531,0.831176499394562,0,4.53854588041756,1.0383637968659
"isogroup113665_Sym",8.53643630685751,0,10.7775333474571,5.81823549576193,9.11461431569758,1.51284862680585,1.0383637968659
"isogroup113666_Sym",26.57116089881,174.437424813287,9.23788572639184,14.9611769891021,7.59551192974799,3.0256972536117,10.383637968659
"isogroup113672_Sym",8.77689930141688,0,5.38876667372857,5.81823549576193,6.07640954379839,3.0256972536117,1.0383637968659
"isogroup113673_Sym",4.80925989118733,79.7428227717886,30.0231286107735,7.48058849455106,4.55730715784879,0,5.19181898432951
"isogroup113676_Sym",1.92370395647493,0,0,3.32470599757825,7.59551192974799,13.6156376412527,5.19181898432951
"isogroup113677_Sym",0.601157486398416,0,11.5473571579898,8.31176499394562,12.1528190875968,1.51284862680585,9.34527417179313
"isogroup113678_Sym",3.96763941022955,0,5.38876667372857,6.64941199515649,15.191023859496,3.0256972536117,8.30691037492722
"isogroup113679_Sym",1.20231497279683,0,8.46806191585918,9.97411799273474,3.0382047718992,10.589940387641,0
"isogroup113680_Sym",2.04393545375462,0,4.61894286319592,0,3.0382047718992,4.53854588041756,2.07672759373181
"isogroup113683_Sym",1.08208347551715,0,0.769823810532653,7.48058849455106,13.6719214735464,4.53854588041756,10.383637968659
"isogroup113687_Sym",13.1052332034855,0,1.53964762106531,9.97411799273474,1.5191023859496,7.56424313402926,5.19181898432951
"isogroup113691_Sym",0,164.469571966814,3.07929524213061,3.32470599757825,1.5191023859496,0,3.11509139059771
"isogroup113697_Sym",2.64509294015303,0,9.23788572639184,0,7.59551192974799,4.53854588041756,2.07672759373181
"isogroup113699_Sym",9.97921427421371,0,5.38876667372857,1.66235299878912,0,1.51284862680585,0
"isogroup113700_Sym",4.68902839390765,0,0,0,1.5191023859496,7.56424313402926,0
"isogroup113701_Sym",3.36648192383113,0,11.5473571579898,3.32470599757825,1.5191023859496,16.6413348948644,3.11509139059771
"isogroup113702_Sym",24.286762450496,9.96785284647357,18.4757714527837,24.1041184824423,15.191023859496,31.7698211629229,33.2276414997089
"isogroup113703_Sym",0,0,2.30947143159796,8.31176499394562,9.11461431569758,6.05139450722341,11.4220017655249
"isogroup113704_Sym",14.3075481762823,0,12.3171809685225,22.4417654836532,15.191023859496,13.6156376412527,5.19181898432951
"isogroup113706_Sym",30.4185688117599,179.421351236524,0.769823810532653,14.1300004897075,10.6337167016472,19.6670321484761,6.23018278119542
"isogroup113708_Sym",0,59.8071170788414,13.8568285895878,2.49352949818369,3.0382047718992,22.6927294020878,7.26854657806132
"isogroup113709_Sym",9.01736229597624,0,0,4.98705899636737,6.07640954379839,1.51284862680585,0
"isogroup113710_Sym",6.97342684222163,0,3.84911905266327,9.97411799273474,9.11461431569758,3.0256972536117,9.34527417179313
"isogroup113712_Sym",6.37226935582321,0,43.8799572003612,43.2211779685172,21.2674334032944,31.7698211629229,14.5370931561226
"isogroup113713_Sym",3.48671342111081,0,0,4.98705899636737,4.55730715784879,0,0
"isogroup113714_Sym",1.80347245919525,0,13.8568285895878,1.66235299878912,1.5191023859496,3.0256972536117,0
"isogroup113718_Sym",12.0231497279683,0,0,6.64941199515649,3.0382047718992,3.0256972536117,2.07672759373181
"isogroup113719_Sym",3.12601892927176,0,16.1663000211857,20.779412484864,10.6337167016472,1.51284862680585,6.23018278119542
"isogroup113720_Sym",6.13180636126385,129.582087004156,3.07929524213061,2.49352949818369,13.6719214735464,3.0256972536117,10.383637968659
"isogroup113729_Sym",15.0289371599604,0,13.0870047790551,11.6364709915239,10.6337167016472,3.0256972536117,18.6905483435863
"isogroup113730_Sym",2.28439844831398,0,0,4.15588249697281,3.0382047718992,10.589940387641,3.11509139059771
"isogroup113734_Sym",3.6069449183905,0,10.7775333474571,15.7923534884967,6.07640954379839,0,8.30691037492722
"isogroup113737_Sym",11.3017607442902,0,10.7775333474571,14.9611769891021,21.2674334032944,19.6670321484761,11.4220017655249
"isogroup113745_Sym",2.8855559347124,4.98392642323679,5.38876667372857,12.4676474909184,7.59551192974799,1.51284862680585,7.26854657806132
"isogroup113746_Sym",52.6613958085013,0,25.4041857475776,29.0911774788097,12.1528190875968,9.07709176083511,12.4603655623908
"isogroup113747_Sym",1.20231497279683,0,12.3171809685225,22.4417654836532,1.5191023859496,10.589940387641,5.19181898432951
"isogroup113748_Sym",12.9850017062058,0,14.6266524001204,17.4547064872858,21.2674334032944,10.589940387641,7.26854657806132
"isogroup113752_Sym",0.240462994559367,9.96785284647357,3.07929524213061,13.298823990313,6.07640954379839,18.1541835216702,7.26854657806132
"isogroup113753_Sym",5.29018588030606,0,1.53964762106531,0,4.55730715784879,6.05139450722341,3.11509139059771
"isogroup113765_Sym",0.7213889836781,0,0.769823810532653,5.81823549576193,6.07640954379839,13.6156376412527,3.11509139059771
"isogroup113766_Sym",0,0,10.0077095369245,0,6.07640954379839,13.6156376412527,6.23018278119542
"isogroup113768_Sym",26.8116238933694,14.9517792697104,7.69823810532653,11.6364709915239,13.6719214735464,16.6413348948644,3.11509139059771
"isogroup113769_Sym",4.68902839390765,0,6.92841429479388,10.8052944921293,4.55730715784879,4.53854588041756,15.5754569529885
"isogroup113771_Sym",5.16995438302638,0,7.69823810532653,0.831176499394562,3.0382047718992,1.51284862680585,5.19181898432951
"isogroup113772_Sym",8.89713079869656,9.96785284647357,6.92841429479388,12.4676474909184,18.2292286313952,6.05139450722341,8.30691037492722
"isogroup113773_Sym",9.61851978237466,4.98392642323679,0,6.64941199515649,4.55730715784879,4.53854588041756,5.19181898432951
"isogroup113774_Sym",0,518.328348016626,0,4.98705899636737,0,7.56424313402926,1.0383637968659
"isogroup113775_Sym",5.65088037214511,0,4.61894286319592,11.6364709915239,18.2292286313952,6.05139450722341,10.383637968659
"isogroup113782_Sym",0,0,10.0077095369245,8.31176499394562,3.0382047718992,3.0256972536117,4.15345518746361
"isogroup113783_Sym",8.29597331229814,0,0.769823810532653,5.81823549576193,21.2674334032944,24.2055780288936,14.5370931561226
"isogroup113785_Sym",0.961851978237466,0,0.769823810532653,11.6364709915239,12.1528190875968,3.0256972536117,11.4220017655249
"isogroup113786_Sym",3.48671342111081,0,17.705947642251,6.64941199515649,18.2292286313952,4.53854588041756,6.23018278119542
"isogroup113789_Sym",7.33412133406068,0,5.38876667372857,26.597647980626,10.6337167016472,15.1284862680585,9.34527417179313
"isogroup113796_Sym",5.65088037214511,0,4.61894286319592,2.49352949818369,4.55730715784879,7.56424313402926,9.34527417179313
"isogroup113799_Sym",3.6069449183905,0,3.07929524213061,2.49352949818369,0,3.0256972536117,4.15345518746361
"isogroup113808_Sym",19.9584285484274,0,3.07929524213061,18.2858829866804,16.7101262454456,10.589940387641,17.6521845467203
"isogroup113809_Sym",6.01157486398416,4.98392642323679,9.23788572639184,6.64941199515649,3.0382047718992,0,0
"isogroup113819_Sym",6.97342684222163,0,1.53964762106531,3.32470599757825,4.55730715784879,0,3.11509139059771
"isogroup113824_Sym",3.24625042655145,0,3.07929524213061,10.8052944921293,6.07640954379839,10.589940387641,12.4603655623908
"isogroup113827_Sym",3.72717641567018,0,1.53964762106531,4.98705899636737,6.07640954379839,4.53854588041756,8.30691037492722
"isogroup113832_Sym",7.93527882045909,0,6.92841429479388,2.49352949818369,6.07640954379839,13.6156376412527,13.4987293592567
"isogroup113837_Sym",7.33412133406068,0,15.3964762106531,15.7923534884967,13.6719214735464,10.589940387641,4.15345518746361
"isogroup113847_Sym",6.4925008531029,0,0,0.831176499394562,1.5191023859496,0,0
"isogroup113848_Sym",8.29597331229814,0,10.0077095369245,7.48058849455106,16.7101262454456,4.53854588041756,2.07672759373181
"isogroup113849_Sym",18.8763450729103,4.98392642323679,10.0077095369245,6.64941199515649,9.11461431569758,6.05139450722341,6.23018278119542
"isogroup113861_Sym",4.08787090750923,44.8553378091311,3.07929524213061,3.32470599757825,7.59551192974799,4.53854588041756,2.07672759373181
"isogroup113862_Sym",0.480925989118733,129.582087004156,2.30947143159796,4.15588249697281,16.7101262454456,12.1027890144468,10.383637968659
"isogroup113864_Sym",13.9468536844433,0,0.769823810532653,4.15588249697281,7.59551192974799,9.07709176083511,1.0383637968659
"isogroup113865_Sym",4.80925989118733,0,9.23788572639184,15.7923534884967,7.59551192974799,12.1027890144468,12.4603655623908
"isogroup113870_Sym",0,0,0,0,12.1528190875968,24.2055780288936,7.26854657806132
"isogroup113877_Sym",4.3283339020686,0,12.3171809685225,4.15588249697281,1.5191023859496,4.53854588041756,4.15345518746361
"isogroup113880_Sym",4.08787090750923,0,1.53964762106531,0,0,1.51284862680585,10.383637968659
"isogroup113883_Sym",14.5480111708417,0,0.769823810532653,7.48058849455106,6.07640954379839,3.0256972536117,13.4987293592567
"isogroup113884_Sym",16.3514836300369,4.98392642323679,3.07929524213061,9.97411799273474,3.0382047718992,0,3.11509139059771
"isogroup113885_Sym",2.64509294015303,0,18.4757714527837,3.32470599757825,6.07640954379839,7.56424313402926,5.19181898432951
"isogroup113888_Sym",6.4925008531029,0,6.15859048426123,4.15588249697281,9.11461431569758,1.51284862680585,5.19181898432951
"isogroup113890_Sym",1.92370395647493,0,3.84911905266327,3.32470599757825,4.55730715784879,6.05139450722341,1.0383637968659
"isogroup113894_Sym",0,0,14.6266524001204,2.49352949818369,3.0382047718992,4.53854588041756,3.11509139059771
"isogroup113896_Sym",26.2104664069709,0,7.69823810532653,11.6364709915239,0,13.6156376412527,9.34527417179313
"isogroup113905_Sym",1.80347245919525,0,23.0947143159796,16.6235299878912,9.11461431569758,7.56424313402926,5.19181898432951
"isogroup113908_Sym",6.61273235038258,0,11.5473571579898,19.1170594860749,15.191023859496,7.56424313402926,8.30691037492722
"isogroup113910_Sym",6.4925008531029,0,0,3.32470599757825,12.1528190875968,0,7.26854657806132
"isogroup113911_Sym",0,174.437424813287,0,0,0,4.53854588041756,1.0383637968659
"isogroup113913_Sym",3.12601892927176,0,0,1.66235299878912,7.59551192974799,3.0256972536117,1.0383637968659
"isogroup113917_Sym",3.84740791294986,0,3.84911905266327,4.15588249697281,7.59551192974799,3.0256972536117,6.23018278119542
"isogroup113923_Sym",7.09365833950131,0,16.9361238317184,9.97411799273474,12.1528190875968,6.05139450722341,12.4603655623908
"isogroup113924_Sym",9.97921427421371,0,31.5627762318388,14.9611769891021,13.6719214735464,1.51284862680585,14.5370931561226
