"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","isogroup211192_Sym",738.523785685111,-6.92422317571036,1.97934632688328,-3.4982373128271,0.000468344199391813,0.999858610830053
"2","isogroup116108_Sym",23.7541880639217,2.73609901024857,0.799805331166221,3.4209562047542,0.000624013801019657,0.999858610830053
"3","isogroup114667_Sym",17.1444301996926,-6.58181286774722,1.94327147098378,-3.38697550292096,0.000706676975131249,0.999858610830053
"4","isogroup232330_Sym",17.2142727230601,-4.20043261346048,1.29749425905517,-3.23734196444093,0.00120648742859659,0.999858610830053
"5","isogroup227269_Sym",9.85231699951293,2.73226669878819,0.862316758526777,3.16851861194966,0.00153217938500949,0.999858610830053
"6","isogroup226282_Sym",16.4203432365795,-6.51767460075411,2.06333214373643,-3.15881018988608,0.0015841462782497,0.999858610830053
"7","isogroup281165_Sym",29.1655002035694,-7.42466313338393,2.42913260337927,-3.05650795804855,0.00223931536130982,0.999858610830053
"8","isogroup113510_Sym",5.71821614023869,3.02472591570299,0.994689494894574,3.0408744952349,0.0023589213559673,0.999858610830053
"9","isogroup198348_Sym",23.7555577240226,-7.124243773681,2.36868610904342,-3.00767744045162,0.0026325239141526,0.999858610830053
"10","isogroup44821_Sym",4.50218551517662,3.03420989460002,1.00989829922548,3.00447074416014,0.00266043343444817,0.999858610830053
"11","isogroup261623_Sym",59.2783823718585,-7.0983391879807,2.37439998434193,-2.98952966424821,0.0027940731537837,0.999858610830053
"12","isogroup279676_Sym",45.9852379337729,-6.70169199593742,2.24521258078808,-2.98488083190105,0.00283688819812322,0.999858610830053
"13","isogroup119140_Sym",33.6294410275292,-6.08673288085967,2.09990396514168,-2.8985767834621,0.00374860509400946,0.999858610830053
"14","isogroup46643_Sym",7.36603494312339,2.2942631989316,0.796154120678475,2.88168225139179,0.00395558404012686,0.999858610830053
"15","isogroup233073_Sym",7.00045962929266,2.6303063453397,0.916462174652944,2.87006536449338,0.00410386954991665,0.999858610830053
"16","isogroup181759_Sym",5.09678306189826,3.56793721891935,1.24823598633191,2.85838355726641,0.00425805355065847,0.999858610830053
"17","isogroup77174_Sym",4.57758155569876,-4.90867632461122,1.72330338474883,-2.84841100415216,0.00439381402715567,0.999858610830053
"18","isogroup44008_Sym",29.5115923537449,-2.95781780426475,1.04499539190297,-2.83046014095667,0.00464811023564568,0.999858610830053
"19","isogroup162001_Sym",10.3447443045473,2.1537751563116,0.767144802346104,2.80752101783766,0.00499244218721524,0.999858610830053
"20","isogroup88326_Sym",3.85239704027476,-4.71314460404326,1.70640182643996,-2.76203677880269,0.00574420073601513,0.999858610830053
"21","isogroup54549_Sym",8.92315405753107,-3.45924980806901,1.26532888681154,-2.73387404976257,0.00625939826025974,0.999858610830053
"22","isogroup270776_Sym",19.4305168582097,-4.43940186857428,1.63451256275603,-2.716040224915,0.00660678903497394,0.999858610830053
"23","isogroup171287_Sym",6.40226763891119,-5.3256759040175,1.97338823084419,-2.69874717036254,0.00696010312362638,0.999858610830053
"24","isogroup268189_Sym",4.55924280347639,-4.97149147200777,1.84705242086699,-2.69158114617786,0.00711141958322442,0.999858610830053
"25","isogroup40305_Sym",24.6321735957638,-5.75461190345227,2.14066323505482,-2.68823783639415,0.00718302147996231,0.999858610830053
"26","isogroup263916_Sym",32.4576122528572,-5.28844877973057,1.98567262096218,-2.66330346901192,0.0077377596628661,0.999858610830053
"27","isogroup44289_Sym",12.5677764867464,-3.8304856762584,1.44450647960258,-2.65176081267026,0.00800732436975593,0.999858610830053
